ID;Status;Type;Lenght;Managed by;Municipality;Google Maps;Geographical coordinates;Geo Shape
501;active;Voirie;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.868624439149066%2C4.384450415426569;50.868624439149066, 4.384450415426569;"{""coordinates"": [4.384450415426569, 50.868624439149066], ""type"": ""Point""}"
507;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.81882820408789%2C4.415956408138183;50.81882820408789, 4.415956408138183;"{""coordinates"": [4.415956408138183, 50.81882820408789], ""type"": ""Point""}"
508;active;Trottoir;2.0;Régional;Saint-Gilles Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83591597770722%2C4.338022804559227;50.83591597770722, 4.338022804559227;"{""coordinates"": [4.338022804559227, 50.83591597770722], ""type"": ""Point""}"
516;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.82673543596077%2C4.364838972141174;50.82673543596077, 4.364838972141174;"{""coordinates"": [4.364838972141174, 50.82673543596077], ""type"": ""Point""}"
529;active;Voirie;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.869868433363706%2C4.41928557763302;50.869868433363706, 4.41928557763302;"{""coordinates"": [4.41928557763302, 50.869868433363706], ""type"": ""Point""}"
536;active;Voirie;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.82039557948552%2C4.3255351157580515;50.82039557948552, 4.3255351157580515;"{""coordinates"": [4.325535115758051, 50.82039557948552], ""type"": ""Point""}"
538;active;Voirie;2.0;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.80971135428838%2C4.31326280106071;50.80971135428838, 4.31326280106071;"{""coordinates"": [4.31326280106071, 50.80971135428838], ""type"": ""Point""}"
546;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.877818982916594%2C4.332175056729356;50.877818982916594, 4.332175056729356;"{""coordinates"": [4.332175056729356, 50.877818982916594], ""type"": ""Point""}"
547;active;Trottoir;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.892952076670106%2C4.313545148418486;50.892952076670106, 4.313545148418486;"{""coordinates"": [4.313545148418486, 50.892952076670106], ""type"": ""Point""}"
559;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.87011796603302%2C4.33491881743073;50.87011796603302, 4.33491881743073;"{""coordinates"": [4.33491881743073, 50.87011796603302], ""type"": ""Point""}"
572;active;Trottoir;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.873961004588175%2C4.3622369727944;50.873961004588175, 4.3622369727944;"{""coordinates"": [4.3622369727944, 50.873961004588175], ""type"": ""Point""}"
573;active;Trottoir;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.89058211170045%2C4.393615092668993;50.89058211170045, 4.393615092668993;"{""coordinates"": [4.393615092668993, 50.89058211170045], ""type"": ""Point""}"
576;active;Voirie;1.8;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.879088989937074%2C4.370257932202994;50.879088989937074, 4.370257932202994;"{""coordinates"": [4.370257932202994, 50.879088989937074], ""type"": ""Point""}"
583;active;Voirie;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.87709996427892%2C4.317629660186522;50.87709996427892, 4.317629660186522;"{""coordinates"": [4.317629660186522, 50.87709996427892], ""type"": ""Point""}"
584;active;Voirie;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.87424631162637%2C4.318401977626948;50.87424631162637, 4.318401977626948;"{""coordinates"": [4.318401977626948, 50.87424631162637], ""type"": ""Point""}"
586;active;Trottoir;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.871706315408254%2C4.2993862715215565;50.871706315408254, 4.2993862715215565;"{""coordinates"": [4.299386271521557, 50.871706315408254], ""type"": ""Point""}"
590;active;Voirie;1.8;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.85232097210936%2C4.387057758228151;50.85232097210936, 4.387057758228151;"{""coordinates"": [4.387057758228151, 50.85232097210936], ""type"": ""Point""}"
593;active;Voirie;1.8;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.84751468429322%2C4.39599887451837;50.84751468429322, 4.39599887451837;"{""coordinates"": [4.39599887451837, 50.84751468429322], ""type"": ""Point""}"
597;active;Trottoir;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.86955325931053%2C4.364980098146216;50.86955325931053, 4.364980098146216;"{""coordinates"": [4.364980098146216, 50.86955325931053], ""type"": ""Point""}"
598;active;Voirie;1.8;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.84610485446357%2C4.394129007471073;50.84610485446357, 4.394129007471073;"{""coordinates"": [4.394129007471073, 50.84610485446357], ""type"": ""Point""}"
602;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.89865776938359%2C4.347046160169557;50.89865776938359, 4.347046160169557;"{""coordinates"": [4.347046160169557, 50.89865776938359], ""type"": ""Point""}"
604;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.8467901652917%2C4.377915738837493;50.8467901652917, 4.377915738837493;"{""coordinates"": [4.377915738837493, 50.8467901652917], ""type"": ""Point""}"
608;active;Trottoir;1.8;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.86936866470886%2C4.386859536971087;50.86936866470886, 4.386859536971087;"{""coordinates"": [4.386859536971087, 50.86936866470886], ""type"": ""Point""}"
618;active;Trottoir;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82492808839396%2C4.310770896519122;50.82492808839396, 4.310770896519122;"{""coordinates"": [4.310770896519122, 50.82492808839396], ""type"": ""Point""}"
621;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.81398857881345%2C4.306352153132207;50.81398857881345, 4.306352153132207;"{""coordinates"": [4.306352153132207, 50.81398857881345], ""type"": ""Point""}"
628;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82905821478446%2C4.316826817125575;50.82905821478446, 4.316826817125575;"{""coordinates"": [4.316826817125575, 50.82905821478446], ""type"": ""Point""}"
634;active;Voirie;1.8;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84228890921132%2C4.3221518886721295;50.84228890921132, 4.3221518886721295;"{""coordinates"": [4.32215188867213, 50.84228890921132], ""type"": ""Point""}"
635;active;Trottoir;1.8;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.815215048600926%2C4.28712311121892;50.815215048600926, 4.28712311121892;"{""coordinates"": [4.28712311121892, 50.815215048600926], ""type"": ""Point""}"
643;active;Voirie;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.85674648498468%2C4.327675932428589;50.85674648498468, 4.327675932428589;"{""coordinates"": [4.327675932428589, 50.85674648498468], ""type"": ""Point""}"
658;active;Trottoir;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.8484399488088%2C4.320803670119448;50.8484399488088, 4.320803670119448;"{""coordinates"": [4.320803670119448, 50.8484399488088], ""type"": ""Point""}"
662;active;Trottoir;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.84630962893874%2C4.289832659224313;50.84630962893874, 4.289832659224313;"{""coordinates"": [4.289832659224313, 50.84630962893874], ""type"": ""Point""}"
665;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.865580800345185%2C4.339058879576475;50.865580800345185, 4.339058879576475;"{""coordinates"": [4.339058879576475, 50.865580800345185], ""type"": ""Point""}"
666;active;Voirie;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.84670293476463%2C4.324748865223097;50.84670293476463, 4.324748865223097;"{""coordinates"": [4.324748865223097, 50.84670293476463], ""type"": ""Point""}"
670;active;Trottoir;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.85294362837738%2C4.30152007508349;50.85294362837738, 4.30152007508349;"{""coordinates"": [4.30152007508349, 50.85294362837738], ""type"": ""Point""}"
672;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86131437403501%2C4.338145179033145;50.86131437403501, 4.338145179033145;"{""coordinates"": [4.338145179033145, 50.86131437403501], ""type"": ""Point""}"
675;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86437034606791%2C4.337648998723436;50.86437034606791, 4.337648998723436;"{""coordinates"": [4.337648998723436, 50.86437034606791], ""type"": ""Point""}"
693;active;Voirie;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.81919474008093%2C4.341189532667834;50.81919474008093, 4.341189532667834;"{""coordinates"": [4.341189532667834, 50.81919474008093], ""type"": ""Point""}"
700;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.823126196658514%2C4.4023167081624806;50.823126196658514, 4.4023167081624806;"{""coordinates"": [4.402316708162481, 50.823126196658514], ""type"": ""Point""}"
704;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.81100830885123%2C4.4275856434628125;50.81100830885123, 4.4275856434628125;"{""coordinates"": [4.427585643462812, 50.81100830885123], ""type"": ""Point""}"
707;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.81471809870201%2C4.42617318249343;50.81471809870201, 4.42617318249343;"{""coordinates"": [4.42617318249343, 50.81471809870201], ""type"": ""Point""}"
710;active;Voirie;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.82188613900363%2C4.430761167584576;50.82188613900363, 4.430761167584576;"{""coordinates"": [4.430761167584576, 50.82188613900363], ""type"": ""Point""}"
714;active;Voirie;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.858925026874296%2C4.400689553648158;50.858925026874296, 4.400689553648158;"{""coordinates"": [4.400689553648158, 50.858925026874296], ""type"": ""Point""}"
715;active;Voirie;1.8;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.85212724836782%2C4.408372797572951;50.85212724836782, 4.408372797572951;"{""coordinates"": [4.408372797572951, 50.85212724836782], ""type"": ""Point""}"
717;active;Trottoir;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.86138830224668%2C4.402271044583045;50.86138830224668, 4.402271044583045;"{""coordinates"": [4.402271044583045, 50.86138830224668], ""type"": ""Point""}"
724;active;Trottoir;1.8;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.85394041831074%2C4.442597336233545;50.85394041831074, 4.442597336233545;"{""coordinates"": [4.442597336233545, 50.85394041831074], ""type"": ""Point""}"
730;active;Trottoir;1.8;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.8478422451952%2C4.439540938167597;50.8478422451952, 4.439540938167597;"{""coordinates"": [4.439540938167597, 50.8478422451952], ""type"": ""Point""}"
732;active;Voirie;2.0;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.85548507003116%2C4.445282325654549;50.85548507003116, 4.445282325654549;"{""coordinates"": [4.445282325654549, 50.85548507003116], ""type"": ""Point""}"
748;active;Voirie;1.8;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82513789764591%2C4.278652074768284;50.82513789764591, 4.278652074768284;"{""coordinates"": [4.278652074768284, 50.82513789764591], ""type"": ""Point""}"
752;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.837136163843894%2C4.294134768945748;50.837136163843894, 4.294134768945748;"{""coordinates"": [4.294134768945748, 50.837136163843894], ""type"": ""Point""}"
754;active;Voirie;1.8;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83385607224025%2C4.282733650163815;50.83385607224025, 4.282733650163815;"{""coordinates"": [4.282733650163815, 50.83385607224025], ""type"": ""Point""}"
757;active;Voirie;1.8;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84796967943518%2C4.310892640371608;50.84796967943518, 4.310892640371608;"{""coordinates"": [4.310892640371608, 50.84796967943518], ""type"": ""Point""}"
759;active;Voirie;1.8;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.84749973964787%2C4.304892047152305;50.84749973964787, 4.304892047152305;"{""coordinates"": [4.304892047152305, 50.84749973964787], ""type"": ""Point""}"
760;active;Voirie;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86890956287956%2C4.310840083525129;50.86890956287956, 4.310840083525129;"{""coordinates"": [4.310840083525129, 50.86890956287956], ""type"": ""Point""}"
771;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.83932928848264%2C4.312440098043054;50.83932928848264, 4.312440098043054;"{""coordinates"": [4.312440098043054, 50.83932928848264], ""type"": ""Point""}"
782;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.836982164074826%2C4.357331088111704;50.836982164074826, 4.357331088111704;"{""coordinates"": [4.357331088111704, 50.836982164074826], ""type"": ""Point""}"
783;active;Trottoir;;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.83869103059015%2C4.3613279775210785;50.83869103059015, 4.3613279775210785;"{""coordinates"": [4.361327977521078, 50.83869103059015], ""type"": ""Point""}"
785;active;Trottoir;1.8;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.83636165040331%2C4.355747690453499;50.83636165040331, 4.355747690453499;"{""coordinates"": [4.355747690453499, 50.83636165040331], ""type"": ""Point""}"
791;active;Trottoir;1.8;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.84969091870376%2C4.369387922215122;50.84969091870376, 4.369387922215122;"{""coordinates"": [4.369387922215122, 50.84969091870376], ""type"": ""Point""}"
806;active;Trottoir;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.79179513093748%2C4.332460031928215;50.79179513093748, 4.332460031928215;"{""coordinates"": [4.332460031928215, 50.79179513093748], ""type"": ""Point""}"
808;active;Voirie;2.0;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.8119182323003%2C4.353170982038782;50.8119182323003, 4.353170982038782;"{""coordinates"": [4.353170982038782, 50.8119182323003], ""type"": ""Point""}"
817;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.822330468676356%2C4.404012366772918;50.822330468676356, 4.404012366772918;"{""coordinates"": [4.404012366772918, 50.822330468676356], ""type"": ""Point""}"
822;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.80603356536389%2C4.385684175568633;50.80603356536389, 4.385684175568633;"{""coordinates"": [4.385684175568633, 50.80603356536389], ""type"": ""Point""}"
828;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.90100772299459%2C4.345719066609514;50.90100772299459, 4.345719066609514;"{""coordinates"": [4.345719066609514, 50.90100772299459], ""type"": ""Point""}"
831;active;Voirie;1.8;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.89931878169359%2C4.346613439325274;50.89931878169359, 4.346613439325274;"{""coordinates"": [4.346613439325274, 50.89931878169359], ""type"": ""Point""}"
837;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.82019802988058%2C4.3592667770705225;50.82019802988058, 4.3592667770705225;"{""coordinates"": [4.359266777070522, 50.82019802988058], ""type"": ""Point""}"
856;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.866748803703615%2C4.307103886840477;50.866748803703615, 4.307103886840477;"{""coordinates"": [4.307103886840477, 50.866748803703615], ""type"": ""Point""}"
858;active;Trottoir;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.863478261059086%2C4.3308019570983705;50.863478261059086, 4.3308019570983705;"{""coordinates"": [4.33080195709837, 50.863478261059086], ""type"": ""Point""}"
879;active;Voirie;2.0;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.82939241266606%2C4.402934299047941;50.82939241266606, 4.402934299047941;"{""coordinates"": [4.402934299047941, 50.82939241266606], ""type"": ""Point""}"
881;active;Voirie;2.0;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.84014576889605%2C4.413730623877684;50.84014576889605, 4.413730623877684;"{""coordinates"": [4.413730623877684, 50.84014576889605], ""type"": ""Point""}"
887;active;Voirie;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.82669191037036%2C4.327202533373297;50.82669191037036, 4.327202533373297;"{""coordinates"": [4.327202533373297, 50.82669191037036], ""type"": ""Point""}"
899;active;Voirie;1.8;Régional;Saint-Gilles Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.82673741302574%2C4.345153953990293;50.82673741302574, 4.345153953990293;"{""coordinates"": [4.345153953990293, 50.82673741302574], ""type"": ""Point""}"
907;active;Voirie;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.83663861128438%2C4.370357187033992;50.83663861128438, 4.370357187033992;"{""coordinates"": [4.370357187033992, 50.83663861128438], ""type"": ""Point""}"
911;active;Trottoir;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.822203443174864%2C4.389399841977252;50.822203443174864, 4.389399841977252;"{""coordinates"": [4.389399841977252, 50.822203443174864], ""type"": ""Point""}"
918;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.84260711312451%2C4.368732062901033;50.84260711312451, 4.368732062901033;"{""coordinates"": [4.368732062901033, 50.84260711312451], ""type"": ""Point""}"
920;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.842113375389026%2C4.369718093536971;50.842113375389026, 4.369718093536971;"{""coordinates"": [4.369718093536971, 50.842113375389026], ""type"": ""Point""}"
943;active;Trottoir;1.8;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.8362615969079%2C4.4151172526927365;50.8362615969079, 4.4151172526927365;"{""coordinates"": [4.415117252692736, 50.8362615969079], ""type"": ""Point""}"
950;active;Trottoir;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.839131831851056%2C4.373229824634934;50.839131831851056, 4.373229824634934;"{""coordinates"": [4.373229824634934, 50.839131831851056], ""type"": ""Point""}"
951;active;Voirie;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.83579240618457%2C4.371247025993698;50.83579240618457, 4.371247025993698;"{""coordinates"": [4.371247025993698, 50.83579240618457], ""type"": ""Point""}"
954;active;Trottoir;2.0;Régional;Saint-Gilles Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83558944960965%2C4.35560007565044;50.83558944960965, 4.35560007565044;"{""coordinates"": [4.35560007565044, 50.83558944960965], ""type"": ""Point""}"
959;active;Voirie;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.81811083362718%2C4.364186461715873;50.81811083362718, 4.364186461715873;"{""coordinates"": [4.364186461715873, 50.81811083362718], ""type"": ""Point""}"
961;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.83800287202925%2C4.38064686885232;50.83800287202925, 4.38064686885232;"{""coordinates"": [4.38064686885232, 50.83800287202925], ""type"": ""Point""}"
962;active;Voirie;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.84047974654983%2C4.380630790163393;50.84047974654983, 4.380630790163393;"{""coordinates"": [4.380630790163393, 50.84047974654983], ""type"": ""Point""}"
964;active;Trottoir;2.0;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.838388189194085%2C4.361999046602104;50.838388189194085, 4.361999046602104;"{""coordinates"": [4.361999046602104, 50.838388189194085], ""type"": ""Point""}"
969;active;Trottoir;2.0;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.818296339632774%2C4.404689662531761;50.818296339632774, 4.404689662531761;"{""coordinates"": [4.404689662531761, 50.818296339632774], ""type"": ""Point""}"
977;active;Voirie;2.0;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86774608078028%2C4.32640709454591;50.86774608078028, 4.32640709454591;"{""coordinates"": [4.32640709454591, 50.86774608078028], ""type"": ""Point""}"
983;active;Voirie;1.8;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.84872438487019%2C4.39042562000975;50.84872438487019, 4.39042562000975;"{""coordinates"": [4.39042562000975, 50.84872438487019], ""type"": ""Point""}"
989;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.86608095150168%2C4.324234511211792;50.86608095150168, 4.324234511211792;"{""coordinates"": [4.324234511211792, 50.86608095150168], ""type"": ""Point""}"
995;active;Trottoir;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.87607491840955%2C4.411651058130133;50.87607491840955, 4.411651058130133;"{""coordinates"": [4.411651058130133, 50.87607491840955], ""type"": ""Point""}"
996;active;Voirie;1.8;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.872978096096126%2C4.414474922131555;50.872978096096126, 4.414474922131555;"{""coordinates"": [4.414474922131555, 50.872978096096126], ""type"": ""Point""}"
999;active;Trottoir;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.81294940507254%2C4.421540593715409;50.81294940507254, 4.421540593715409;"{""coordinates"": [4.421540593715409, 50.81294940507254], ""type"": ""Point""}"
1000;active;Voirie;2.0;Régional;Schaerbeek Schaarbeek;https://www.google.com/maps/search/?api=1&query=50.850371859931975%2C4.401360367372454;50.850371859931975, 4.401360367372454;"{""coordinates"": [4.401360367372454, 50.850371859931975], ""type"": ""Point""}"
1001;active;Voirie;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.824220380061874%2C4.398289869642438;50.824220380061874, 4.398289869642438;"{""coordinates"": [4.398289869642438, 50.824220380061874], ""type"": ""Point""}"
1002;active;Voirie;1.8;Régional;Ixelles Elsene;https://www.google.com/maps/search/?api=1&query=50.82107981174908%2C4.402806123804783;50.82107981174908, 4.402806123804783;"{""coordinates"": [4.402806123804783, 50.82107981174908], ""type"": ""Point""}"
1007;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.84924569589069%2C4.328809408249445;50.84924569589069, 4.328809408249445;"{""coordinates"": [4.328809408249445, 50.84924569589069], ""type"": ""Point""}"
1008;active;Voirie;1.8;Régional;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.84864083732907%2C4.3317870479225995;50.84864083732907, 4.3317870479225995;"{""coordinates"": [4.331787047922599, 50.84864083732907], ""type"": ""Point""}"
1010;active;Trottoir;2.0;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.841548404830384%2C4.415761164557597;50.841548404830384, 4.415761164557597;"{""coordinates"": [4.415761164557597, 50.841548404830384], ""type"": ""Point""}"
1035;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82404327636858%2C4.285782285615012;50.82404327636858, 4.285782285615012;"{""coordinates"": [4.285782285615012, 50.82404327636858], ""type"": ""Point""}"
1036;active;Voirie;2.0;Régional;Anderlecht;https://www.google.com/maps/search/?api=1&query=50.82194976366407%2C4.284396047220618;50.82194976366407, 4.284396047220618;"{""coordinates"": [4.284396047220618, 50.82194976366407], ""type"": ""Point""}"
1041;active;Voirie;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.813942012479465%2C4.325067382981271;50.813942012479465, 4.325067382981271;"{""coordinates"": [4.325067382981271, 50.813942012479465], ""type"": ""Point""}"
1042;active;Voirie;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.82139152581508%2C4.3429277961509465;50.82139152581508, 4.3429277961509465;"{""coordinates"": [4.342927796150946, 50.82139152581508], ""type"": ""Point""}"
1048;active;Voirie;1.8;Régional;Saint-Josse-ten-Noode Sint-Joost-ten-Node;https://www.google.com/maps/search/?api=1&query=50.84442095966405%2C4.405380531995868;50.84442095966405, 4.405380531995868;"{""coordinates"": [4.405380531995868, 50.84442095966405], ""type"": ""Point""}"
1053;active;Voirie;1.8;Régional;Uccle Ukkel;https://www.google.com/maps/search/?api=1&query=50.81685758935899%2C4.3498426749057035;50.81685758935899, 4.3498426749057035;"{""coordinates"": [4.349842674905704, 50.81685758935899], ""type"": ""Point""}"
1058;active;Voirie;1.8;Régional;Bruxelles Brussel;https://www.google.com/maps/search/?api=1&query=50.87834207103342%2C4.356787447313038;50.87834207103342, 4.356787447313038;"{""coordinates"": [4.356787447313038, 50.87834207103342], ""type"": ""Point""}"
1070;active;Trottoir;1.8;Régional;Saint-Gilles Sint-Gillis;https://www.google.com/maps/search/?api=1&query=50.83258789249899%2C4.34587883258158;50.83258789249899, 4.34587883258158;"{""coordinates"": [4.34587883258158, 50.83258789249899], ""type"": ""Point""}"
1077;active;;;Ganshoren;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.87464895805138%2C4.30137758446351;50.87464895805138, 4.30137758446351;"{""coordinates"": [4.30137758446351, 50.87464895805138], ""type"": ""Point""}"
1079;active;;;Ganshoren;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.876159159918835%2C4.302024118169249;50.876159159918835, 4.302024118169249;"{""coordinates"": [4.302024118169249, 50.876159159918835], ""type"": ""Point""}"
1082;active;;;Ganshoren;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.88058403823132%2C4.300422799244339;50.88058403823132, 4.300422799244339;"{""coordinates"": [4.300422799244339, 50.88058403823132], ""type"": ""Point""}"
1105;active;;;Ganshoren;Molenbeek-Saint-Jean Sint-Jans-Molenbeek;https://www.google.com/maps/search/?api=1&query=50.87639246223115%2C4.3150315018726;50.87639246223115, 4.3150315018726;"{""coordinates"": [4.3150315018726, 50.87639246223115], ""type"": ""Point""}"
